name,label,description,p3,water_system_type,depth_of_borehole,number_of_users
138574324,Water system 667 – Borehole with hand pump,Borehole with hand pump serving the community,BF130002,borehole_hand_pump,,
138574325,Water system 668 – Solar-powered water system,Solar-powered water system with piped distribution,BF130005,solar_powered_water_system,,
138574326,Water system 669 – Motorized piped network,Motorized piped network with multiple tap stands,BF130004,motorized_piped_network,,
138574327,Water system 670 – SWAT system,Surface water abstraction and treatment system,BF130001,swat_system,,
138574328,Water system 671 – Spring protection,Protected spring with gravity-fed distribution,BF130005,spring_protection,,
138574329,Water system 672 – Water trucking,Water trucking operation,BF130002,water_trucking,,
138574330,Water system 673 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130002,temporary_pumping_system,,
138574331,Water system 674 – Point-of-use water treatment,Point-of-use water treatment programme,BF130004,point_of_use_water_treatment,,
138574332,Water system 675 – Protected open well,Protected open well with hand pump,BF130002,protected_open_well,,
138574333,Water system 676 – Borehole with hand pump,Borehole with hand pump serving the community,BF130003,borehole_hand_pump,,
138574334,Water system 677 – Solar-powered water system,Solar-powered water system with piped distribution,BF130002,solar_powered_water_system,,
138574335,Water system 678 – Motorized piped network,Motorized piped network with multiple tap stands,BF130003,motorized_piped_network,,
138574336,Water system 679 – SWAT system,Surface water abstraction and treatment system,BF130002,swat_system,,
138574337,Water system 680 – Spring protection,Protected spring with gravity-fed distribution,BF130001,spring_protection,,
138574338,Water system 681 – Water trucking,Water trucking operation,BF130002,water_trucking,,
138574339,Water system 682 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130004,temporary_pumping_system,,
138574340,Water system 683 – Point-of-use water treatment,Point-of-use water treatment programme,BF130002,point_of_use_water_treatment,,
138574341,Water system 684 – Protected open well,Protected open well with hand pump,BF130005,protected_open_well,,
138574342,Water system 685 – Borehole with hand pump,Borehole with hand pump serving the community,BF130001,borehole_hand_pump,,
138574343,Water system 686 – Solar-powered water system,Solar-powered water system with piped distribution,BF130002,solar_powered_water_system,,
138574344,Water system 687 – Motorized piped network,Motorized piped network with multiple tap stands,BF130001,motorized_piped_network,,
138574345,Water system 688 – SWAT system,Surface water abstraction and treatment system,BF130005,swat_system,,
138574346,Water system 689 – Spring protection,Protected spring with gravity-fed distribution,BF130004,spring_protection,,
138574347,Water system 690 – Water trucking,Water trucking operation,BF130002,water_trucking,,
138574348,Water system 691 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130005,temporary_pumping_system,,
138574349,Water system 692 – Point-of-use water treatment,Point-of-use water treatment programme,BF130001,point_of_use_water_treatment,,
138574350,Water system 693 – Protected open well,Protected open well with hand pump,BF130004,protected_open_well,,
138574351,Water system 694 – Borehole with hand pump,Borehole with hand pump serving the community,BF130005,borehole_hand_pump,,
138574352,Water system 695 – Solar-powered water system,Solar-powered water system with piped distribution,BF130003,solar_powered_water_system,,
138574353,Water system 696 – Motorized piped network,Motorized piped network with multiple tap stands,BF130004,motorized_piped_network,,
138574354,Water system 697 – SWAT system,Surface water abstraction and treatment system,BF130004,swat_system,,
138574355,Water system 698 – Spring protection,Protected spring with gravity-fed distribution,BF130003,spring_protection,,
138574356,Water system 699 – Water trucking,Water trucking operation,BF130005,water_trucking,,
138574357,Water system 700 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130005,temporary_pumping_system,,
138574358,Water system 701 – Point-of-use water treatment,Point-of-use water treatment programme,BF130001,point_of_use_water_treatment,,
138574359,Water system 702 – Protected open well,Protected open well with hand pump,BF130005,protected_open_well,,
138574360,Water system 703 – Borehole with hand pump,Borehole with hand pump serving the community,BF130005,borehole_hand_pump,,
138574361,Water system 704 – Solar-powered water system,Solar-powered water system with piped distribution,BF130002,solar_powered_water_system,,
138574362,Water system 705 – Motorized piped network,Motorized piped network with multiple tap stands,BF130002,motorized_piped_network,,
138574363,Water system 706 – SWAT system,Surface water abstraction and treatment system,BF130003,swat_system,,
138574364,Water system 707 – Spring protection,Protected spring with gravity-fed distribution,BF130004,spring_protection,,
138574365,Water system 708 – Water trucking,Water trucking operation,BF130001,water_trucking,,
138574366,Water system 709 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130002,temporary_pumping_system,,
138574367,Water system 710 – Point-of-use water treatment,Point-of-use water treatment programme,BF130004,point_of_use_water_treatment,,
138574368,Water system 711 – Protected open well,Protected open well with hand pump,BF130002,protected_open_well,,
138574369,Water system 712 – Borehole with hand pump,Borehole with hand pump serving the community,BF130005,borehole_hand_pump,,
138574370,Water system 713 – Solar-powered water system,Solar-powered water system with piped distribution,BF130005,solar_powered_water_system,,
138574371,Water system 714 – Motorized piped network,Motorized piped network with multiple tap stands,BF130004,motorized_piped_network,,
138574372,Water system 715 – SWAT system,Surface water abstraction and treatment system,BF130001,swat_system,,
138574373,Water system 716 – Spring protection,Protected spring with gravity-fed distribution,BF130003,spring_protection,,
138574374,Water system 717 – Water trucking,Water trucking operation,BF130001,water_trucking,,
138574375,Water system 718 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130005,temporary_pumping_system,,
138574376,Water system 719 – Point-of-use water treatment,Point-of-use water treatment programme,BF130004,point_of_use_water_treatment,,
138574377,Water system 720 – Protected open well,Protected open well with hand pump,BF130004,protected_open_well,,
138574378,Water system 721 – Borehole with hand pump,Borehole with hand pump serving the community,BF130002,borehole_hand_pump,,
138574379,Water system 722 – Solar-powered water system,Solar-powered water system with piped distribution,BF130005,solar_powered_water_system,,
138574380,Water system 723 – Motorized piped network,Motorized piped network with multiple tap stands,BF130005,motorized_piped_network,,
138574381,Water system 724 – SWAT system,Surface water abstraction and treatment system,BF130003,swat_system,,
138574382,Water system 725 – Spring protection,Protected spring with gravity-fed distribution,BF130003,spring_protection,,
138574383,Water system 726 – Water trucking,Water trucking operation,BF130001,water_trucking,,
