name,label,system_id,description,distance_from_tank,sample_type
CCP_138574152_DST,Water system 495 – Distribution tap / outlet,138574152,Distribution point critical control point,unknown,tap
CCP_138574153_SRC,Water system 496 – Water source / HP outlet,138574153,Water source critical control point,very_close,source
CCP_138574153_DST,Water system 496 – Distribution tap / outlet,138574153,Distribution point critical control point,close,tap
CCP_138574154_SRC,Water system 497 – Water source / HP outlet,138574154,Water source critical control point,medium,source
CCP_138574154_DST,Water system 497 – Distribution tap / outlet,138574154,Distribution point critical control point,far,tap
CCP_138574155_SRC,Water system 498 – Water source / HP outlet,138574155,Water source critical control point,unknown,source
CCP_138574155_DST,Water system 498 – Distribution tap / outlet,138574155,Distribution point critical control point,very_close,tap
CCP_138574156_SRC,Water system 499 – Water source / HP outlet,138574156,Water source critical control point,close,source
CCP_138574156_DST,Water system 499 – Distribution tap / outlet,138574156,Distribution point critical control point,medium,tap
CCP_138574157_SRC,Water system 500 – Water source / HP outlet,138574157,Water source critical control point,far,source
CCP_138574157_DST,Water system 500 – Distribution tap / outlet,138574157,Distribution point critical control point,unknown,tap
CCP_138574158_SRC,Water system 501 – Water source / HP outlet,138574158,Water source critical control point,very_close,source
CCP_138574158_DST,Water system 501 – Distribution tap / outlet,138574158,Distribution point critical control point,close,tap
CCP_138574159_SRC,Water system 502 – Water source / HP outlet,138574159,Water source critical control point,medium,source
CCP_138574159_DST,Water system 502 – Distribution tap / outlet,138574159,Distribution point critical control point,far,tap
CCP_138574160_SRC,Water system 503 – Water source / HP outlet,138574160,Water source critical control point,unknown,source
CCP_138574160_DST,Water system 503 – Distribution tap / outlet,138574160,Distribution point critical control point,very_close,tap
CCP_138574161_SRC,Water system 504 – Water source / HP outlet,138574161,Water source critical control point,close,source
CCP_138574161_DST,Water system 504 – Distribution tap / outlet,138574161,Distribution point critical control point,medium,tap
CCP_138574162_SRC,Water system 505 – Water source / HP outlet,138574162,Water source critical control point,far,source
CCP_138574162_DST,Water system 505 – Distribution tap / outlet,138574162,Distribution point critical control point,unknown,tap
CCP_138574163_SRC,Water system 506 – Water source / HP outlet,138574163,Water source critical control point,very_close,source
CCP_138574163_DST,Water system 506 – Distribution tap / outlet,138574163,Distribution point critical control point,close,tap
CCP_138574164_SRC,Water system 507 – Water source / HP outlet,138574164,Water source critical control point,medium,source
CCP_138574164_DST,Water system 507 – Distribution tap / outlet,138574164,Distribution point critical control point,far,tap
CCP_138574165_SRC,Water system 508 – Water source / HP outlet,138574165,Water source critical control point,unknown,source
CCP_138574165_DST,Water system 508 – Distribution tap / outlet,138574165,Distribution point critical control point,very_close,tap
CCP_138574166_SRC,Water system 509 – Water source / HP outlet,138574166,Water source critical control point,close,source
CCP_138574166_DST,Water system 509 – Distribution tap / outlet,138574166,Distribution point critical control point,medium,tap
CCP_138574167_SRC,Water system 510 – Water source / HP outlet,138574167,Water source critical control point,far,source
CCP_138574167_DST,Water system 510 – Distribution tap / outlet,138574167,Distribution point critical control point,unknown,tap
CCP_138574168_SRC,Water system 511 – Water source / HP outlet,138574168,Water source critical control point,very_close,source
CCP_138574168_DST,Water system 511 – Distribution tap / outlet,138574168,Distribution point critical control point,close,tap
CCP_138574169_SRC,Water system 512 – Water source / HP outlet,138574169,Water source critical control point,medium,source
CCP_138574169_DST,Water system 512 – Distribution tap / outlet,138574169,Distribution point critical control point,far,tap
CCP_138574170_SRC,Water system 513 – Water source / HP outlet,138574170,Water source critical control point,unknown,source
CCP_138574170_DST,Water system 513 – Distribution tap / outlet,138574170,Distribution point critical control point,very_close,tap
CCP_138574171_SRC,Water system 514 – Water source / HP outlet,138574171,Water source critical control point,close,source
CCP_138574171_DST,Water system 514 – Distribution tap / outlet,138574171,Distribution point critical control point,medium,tap
CCP_138574172_SRC,Water system 515 – Water source / HP outlet,138574172,Water source critical control point,far,source
CCP_138574172_DST,Water system 515 – Distribution tap / outlet,138574172,Distribution point critical control point,unknown,tap
CCP_138574173_SRC,Water system 516 – Water source / HP outlet,138574173,Water source critical control point,very_close,source
CCP_138574173_DST,Water system 516 – Distribution tap / outlet,138574173,Distribution point critical control point,close,tap
CCP_138574174_SRC,Water system 517 – Water source / HP outlet,138574174,Water source critical control point,medium,source
CCP_138574174_DST,Water system 517 – Distribution tap / outlet,138574174,Distribution point critical control point,far,tap
CCP_138574175_SRC,Water system 518 – Water source / HP outlet,138574175,Water source critical control point,unknown,source
CCP_138574175_DST,Water system 518 – Distribution tap / outlet,138574175,Distribution point critical control point,very_close,tap
CCP_138574176_SRC,Water system 519 – Water source / HP outlet,138574176,Water source critical control point,close,source
CCP_138574176_DST,Water system 519 – Distribution tap / outlet,138574176,Distribution point critical control point,medium,tap
CCP_138574177_SRC,Water system 520 – Water source / HP outlet,138574177,Water source critical control point,far,source
CCP_138574177_DST,Water system 520 – Distribution tap / outlet,138574177,Distribution point critical control point,unknown,tap
CCP_138574178_SRC,Water system 521 – Water source / HP outlet,138574178,Water source critical control point,very_close,source
CCP_138574178_DST,Water system 521 – Distribution tap / outlet,138574178,Distribution point critical control point,close,tap
CCP_138574179_SRC,Water system 522 – Water source / HP outlet,138574179,Water source critical control point,medium,source
CCP_138574179_DST,Water system 522 – Distribution tap / outlet,138574179,Distribution point critical control point,far,tap
CCP_138574180_SRC,Water system 523 – Water source / HP outlet,138574180,Water source critical control point,unknown,source
CCP_138574180_DST,Water system 523 – Distribution tap / outlet,138574180,Distribution point critical control point,very_close,tap
CCP_138574181_SRC,Water system 524 – Water source / HP outlet,138574181,Water source critical control point,close,source
CCP_138574181_DST,Water system 524 – Distribution tap / outlet,138574181,Distribution point critical control point,medium,tap
CCP_138574182_SRC,Water system 525 – Water source / HP outlet,138574182,Water source critical control point,far,source
